person_id_random,nLoans,loanStartDates,loanPaidDates,currentDate
3119988297,3,2015-06-11;2015-06-29;2015-07-21,2015-06-27;2015-07-18;2015-08-11,2015-08-19
3537152988,1,2015-07-07,,2015-08-19
5638293141,1,2014-09-06,,2015-08-19
6845264174,1,2014-09-10,,2015-08-19
4004233755,5,2015-03-28;2015-04-25;2015-05-21;2015-06-21;2015-07-23,2015-04-18;2015-05-02;2015-06-13;2015-06-30;2015-08-15,2015-08-19
2736962869,4,2015-06-24;2015-07-07;2015-07-28;2015-08-14,2015-07-06;2015-07-28;2015-08-14,2015-08-19
5729162586,2,2015-05-25;2015-08-11,2015-06-09,2015-08-19
4884216169,2,2015-03-26;2015-04-09,2015-04-02,2015-08-19
1415981696,3,2015-07-13;2015-08-07;2015-08-14,2015-08-05;2015-08-14,2015-08-19
8677322348,2,2014-07-13;2014-08-03,2014-08-02,2015-08-19
3174864023,3,2014-12-16;2015-01-09;2015-02-02,2015-01-03;2015-01-18;2015-03-05,2015-08-19
9568664366,3,2015-03-25;2015-04-19;2015-06-26,2015-04-17;2015-05-10,2015-08-19
6425890823,3,2015-05-29;2015-06-20;2015-06-28,2015-06-19;2015-06-28,2015-08-19
8419449580,3,2015-06-25;2015-07-19;2015-08-10,2015-07-16;2015-08-09,2015-08-19
4530705086,1,2014-07-14,,2015-08-19
7161900629,1,2015-07-29,,2015-08-19
9448842124,2,2015-07-18;2015-08-10,2015-08-08,2015-08-19
